user_id;site_version;time;banner_clicked
9b4b011f9c665b11ace7558bce84abcb;Y;12.05.2019 12:03;1
ac8beaf8d005bc7cb6a6b456f580d25f;X;27.04.2019 19:10;1
6973124dcbf7d265ee96f447dab84935;Y;04.02.2019 08:53;0
9dca119e4343f5f48bb96ddfbe4f8403;Y;10.02.2019 10:47;0
1a0dcc276461ce39975e7e58886aa346;X;25.04.2019 14:22;0
bf89324b0f1c401eed4aca340ae6d4f8;X;21.05.2019 14:18;0
744b3f65172426eff304f971dff26d34;Y;15.02.2019 16:55;0
64187728186878a092a5b414a0f1fac4;Y;28.03.2019 16:08;0
0a58b81950aa374adf5898f5e98df546;X;19.03.2019 07:03;1
e826e53c884b33ba79956c90aea498f8;Y;22.03.2019 09:37;0
198dcbaf0c925d06819fa2e7cb871f99;Y;18.03.2019 08:22;0
cc2ed4a2899d15e943b45a6add2e209c;X;20.04.2019 20:25;0
243c7efb8d312834dc9b762e5313db29;X;10.04.2019 14:15;1
a84adb66af5eba977e22652281c2c676;X;23.05.2019 09:55;1
694feb95efad0c55f873c0a2e022ce1a;X;22.02.2019 17:30;1
3b3a7c06df8787e570ff097f5e22dffc;Y;13.05.2019 08:44;0
07e577357613cbfff34c63d405aefccc;Y;27.03.2019 21:52;0
6bddce056651c45c4f2da11e720d746a;X;07.03.2019 05:49;0
cf81b3c60225b6c562c9800812692aff;Y;26.02.2019 20:03;0
bdf2fe5490c1f7e12459ab09620b4b1f;Y;28.03.2019 10:06;0
11d7bef799e71b47a5acaaf194d9e89d;X;13.05.2019 11:46;1
1cedf591d8c37920883d3b528e2946c7;X;16.02.2019 19:39;0
18049a7f7bf59839204962b0537aaa53;X;01.05.2019 12:32;0
90a4c2839941a4fd8907a0b79e58873c;X;09.01.2019 12:19;1
5826ab5dc532728bc54a74ac0b11087a;X;06.03.2019 19:39;0
1ac99dea0436b51962ec492c48c5e0b3;X;21.05.2019 17:17;0
b327d78aeeca452ff918ad6750418606;Y;24.04.2019 16:09;0
75eb6dc97a561aed193db16fd0a891f3;Y;20.01.2019 23:26;0
ce0391dec264dea270ef6f3e73e3b8ec;X;02.04.2019 09:14;1
50d3c0a3bd662f567b4b612c3f549c27;X;13.01.2019 08:37;0
19fb94666a886b94e1571aebaf4db5be;X;07.02.2019 08:06;0
da263fa08440fdfcfb5f4cb298645f2e;X;15.01.2019 10:09;1
d6affad2f155a3017ab94334acc847f2;Y;18.05.2019 11:01;1
63991b0bc4970929c532ba221a295399;Y;08.04.2019 08:57;1
dfc50066dce9942b83d7200790a5d77a;X;03.02.2019 14:36;0
98056cb0e25d771dd37ba08b84d9a959;X;29.03.2019 10:22;1
c88426ca6fa2cc9b252be25f6e22f59e;Y;10.05.2019 12:05;0
0833d9591b6d8421a04bb8d058ccc268;X;18.04.2019 10:19;1
a7cfd86ae7eed1527b4e09acf6bb22fa;X;05.02.2019 13:22;0
a5da2f17f903094a5ebd300f77a384ee;X;22.02.2019 16:06;1
5ddb0a0b563700ee5aadede90e3133ba;X;09.02.2019 08:16;1
22adc0afd9481c8e9a33222a19204036;Y;01.04.2019 15:14;0
963803a43f8b96cea35fb5d815ced5ca;Y;12.01.2019 07:22;0
fdaf2806e8dfa64853cd0990eb9d564f;Y;27.04.2019 18:28;0
5ffa3d6f8985b53f64882f907331bdee;Y;14.05.2019 23:17;0
04d60b7ad7864248bcc02bb0985483f9;X;17.01.2019 12:20;1
291d04502a4b1aed67913f0bcc7c29eb;Y;15.01.2019 10:00;1
2075acd7ecb8c7c00117258d2466e4fb;Y;15.04.2019 10:53;0
315c987f9e524347185210f2cd257efe;X;12.01.2019 16:44;1
ff983531240e1448fde3de5d13d4044f;Y;09.05.2019 17:39;0
e7638e1301f2098046800c7fd3410f82;X;23.05.2019 07:29;1
97609adacbb8eeb778edca009d79f6f3;X;13.05.2019 10:43;1
ae4b8ffef165efc7a28dfb235a8766c0;X;19.03.2019 07:38;0
f39535a04e58cb747941d0e1dda62670;X;17.01.2019 07:50;0
c4d60993f8301004ba1ca0d3c7329f0d;X;27.03.2019 06:45;0
1696ebaaaad8c3323b6beb34c532d2ca;X;29.04.2019 14:06;0
04ed9ab7e48dd34bd3c081c27061047d;Y;02.05.2019 12:57;0
f1552bd67d0904be1627706380d6d6ab;Y;14.03.2019 07:36;0
ac4383e6b109fb5da4d3a25c3e8c796b;X;08.04.2019 05:53;0
ce62dc7be34f0b258b0cef4f13c578cd;X;05.04.2019 09:50;1
f7b4e4d89c024c507bfc00611b96af0b;Y;19.02.2019 17:43;0
f2a537b1ad592503f8e399b513bf2961;Y;21.03.2019 09:41;0
5600735a97f96e9ace0be8cc58ceef00;X;12.01.2019 14:01;0
d81a97f2e7dd8de5a5dccee83ee08ea5;X;02.04.2019 03:33;0
64525ef203918486f1a92429f08cd832;X;03.03.2019 06:22;0
10b7e4c259c2c9d6a9f001b04e86d1c7;Y;24.05.2019 05:53;0
e9039cd9983fcccbd0abfa161f93b550;X;15.04.2019 11:29;0
bd9adaed52b6a2e20299bdf94a592498;Y;12.05.2019 10:44;0
4d00fd73af855376f85b48313362bf61;X;20.01.2019 06:24;0
155aada16d101268876b7d92de81cf8d;Y;26.05.2019 12:13;0
d690bb766ecc6bf886348cc792284027;Y;02.01.2019 19:19;0
23166450ede7a51f796d780db73d1d80;X;01.02.2019 16:00;0
23e09780ebb8f5453159f86900b6484d;Y;18.01.2019 15:52;0
1ea19616352f128cefb4306701755f8d;X;06.05.2019 18:26;0
fe2dc82d0e6efbf738e646cb13be5536;X;09.03.2019 13:36;0
b32d9450791a30fe1a077425ea445ad9;Y;05.03.2019 08:08;0
6d92ed311cc1ec8624a7438bf2099475;X;18.04.2019 08:33;0
f46272eff01c1b5a593fde6f7db27b29;Y;25.04.2019 20:02;0
f75c41129a614eebd7d54ff1e312916b;Y;13.04.2019 10:38;0
0476ccae0605f7120950419d3ed09793;X;20.01.2019 06:05;0
c11facc50918735f17212cf54f5629d9;Y;05.04.2019 06:35;1
3cc339978d572d4e509a59f80d458261;X;04.05.2019 13:27;0
4d0f1950c49896b555ab896cca126c33;Y;06.05.2019 08:49;0
8bc91ab14791d73c7ff6ab96a2e289a7;X;10.04.2019 13:25;0
a6bd90903bfd401609c9ae84d21a52e0;Y;17.05.2019 22:03;0
7af449881b768477777ba2d46986df97;Y;26.04.2019 08:11;0
962f8cf3cb040e9c167cd6092cad5446;X;13.01.2019 10:12;0
af30602509b77b94d8d9de5fc5ed7fa5;X;14.05.2019 08:38;0
7a19ea6135e4bf3b71252842aaba3717;X;12.03.2019 08:20;1
eae42648adadc7ca40074d6d762ecddd;Y;16.05.2019 08:19;0
f208e39b82a763be19eb25f85c3632f2;X;05.05.2019 12:08;0
1a1f7ecd0141a566e4b5881e2408823f;Y;11.01.2019 16:37;1
83b47f1f404c42f22353e8c0d3b1aa5c;X;22.03.2019 16:53;0
36b6368b731c76285e7cdd136f2b1874;Y;22.03.2019 11:38;0
7404eef1acb760fb6fd27fe0cc9e8708;Y;12.04.2019 09:14;0
d45ec6981fe764b728cd6a70d24d7cc0;X;19.05.2019 20:17;0
0ec5db662c65345b5fd9f237a1ee1bc1;Y;21.02.2019 17:20;0
5cf550b6ac33d537ae5148714b2a4cbf;Y;30.03.2019 16:54;0
bd0748902c9c841bffff6ad3f88d7743;X;25.04.2019 09:46;1
e26f679eabf7cb9f4d4255ac82134dc0;Y;02.04.2019 15:24;0
9c7e0572b8f63a554e88288857cba21c;X;08.04.2019 12:43;0
d4c94da26506b051dd78982988323e88;X;17.04.2019 15:31;1
c30d235abce19f6eed883f2aba8ad571;Y;27.03.2019 11:49;0
d905a983e0f625e7c28b19a47a999cd5;Y;29.05.2019 21:24;0
6205beb4730e910135b899c799e7046d;Y;05.04.2019 07:28;0
4a7ebc956eed3c1449ca8a3eae6a09eb;Y;22.02.2019 19:03;0
509ef9781230f13a4e6d8fdc278c8fd7;X;19.05.2019 12:02;1
bbb0c2d3accf5d514d25592589b64081;X;12.05.2019 19:17;1
9d632cd0b145c9ed9e518bea5fdf5e1e;Y;11.04.2019 05:45;0
8eae8d8cae81aaba0e4b2e068c8b7bfc;X;16.01.2019 19:27;1
32fd2527218e7fd480f44f369223b797;X;22.03.2019 04:28;0
1bc5cb61942a90da37dc2527d9db8b4c;X;02.04.2019 11:50;1
5a231d341924b31ff9f55cab0df2f760;X;02.01.2019 19:10;0
b3cefcd6ddc85ea3ff61772b34421a8f;X;08.03.2019 21:43;1
980880980f92b91a50ba0ab1b84a985b;X;10.04.2019 07:47;0
449e438126136caa7971d05152d3ed49;X;23.02.2019 17:58;1
b1c686dee77924ae96b3e6e8dd21d660;X;31.03.2019 19:10;0
87d4efd33893ecac8ac055e9c1d964bd;X;19.01.2019 06:42;0
b9047091a9279c979023c31463cfb7de;Y;22.03.2019 09:07;0
aaeb97b615c85badf6d2258ca46067ae;Y;09.02.2019 08:59;1
32b134fd21d9485e649c90776e424578;Y;12.01.2019 17:52;0
7ef96a84efd56dbdd1902c43e908bfef;X;05.05.2019 10:34;0
b450ef38a1ba149c4eb2b29ff755d85d;X;28.02.2019 20:44;0
2d67730a5162c53c5511f4a014ddec8f;X;03.01.2019 20:14;0
26bc2eebc7f823f59dd83abe895d1b1e;X;01.05.2019 14:12;0
ff959107555db554e2fdf78fbd6c9cf0;X;17.04.2019 07:21;0
565b75be0e999d92c9f44054598849f8;Y;09.02.2019 21:06;0
5ec878974e0a61be993b3bd5bf77b4cd;X;23.04.2019 16:35;0
13ce1d6a87ef701ec0d42fe6e1674262;X;14.03.2019 12:49;0
c5edecba932be172443e31880a6d4d67;X;09.05.2019 06:25;0
c81a496a634e86893ccf3e1de1e2ebe4;X;28.04.2019 23:27;0
193a5cc78c2f090c626e5fafcefb19bf;X;22.03.2019 05:55;0
54c007d8741c67c92308a1af5a337ae5;X;24.04.2019 11:10;0
34703f29bd0b3e3371170bf2434e7a17;X;22.01.2019 12:14;0
1c6d2749aa47572232cb6ef89a4b079b;X;04.05.2019 06:23;1
9374ac48c36dafff642132feecd94849;Y;20.02.2019 08:44;0
a1594b29f4bd36b5bffaa1a49387e78b;Y;02.03.2019 15:08;0
40950cec28c60d4f600d392eb5f473cb;X;01.05.2019 04:25;0
2de59d1e371bea3cacb0f5d12ac21756;X;17.05.2019 08:28;0
6704e965157537ea8d54e82b4ab69fbb;Y;31.01.2019 15:04;0
1f5b333025c2de2f2bb07e32d72c99d7;Y;11.01.2019 10:23;0
31897f32755455396a61c644a42761bf;X;01.05.2019 07:36;1
517960763f6c3071c1850bf105084c35;Y;16.01.2019 05:53;0
ea1581b6c7917b3dd1e09962d96f555d;X;21.05.2019 13:16;0
eff533bf1d1fa89cea7718a72daa391d;X;11.03.2019 15:01;0
7d67a9c99e6a0614e923168bba602123;Y;24.05.2019 16:04;0
abc1a82a49b081665c3ccc23f46080ae;Y;14.05.2019 17:35;0
a18ad7a9a88a438b6f8bca0fc7ae1ecb;X;30.03.2019 05:28;0
5e919d3dd3c97275ddf142ef5d9a1021;X;13.02.2019 10:24;0
57744337c75cfd48b532f869fd59606d;X;05.03.2019 17:37;0
3b1f0f33f5c986a8ed3538e4406508ec;Y;20.05.2019 19:59;0
50a66b77b640f05021b34494ad2f645b;Y;20.04.2019 13:15;1
d4fc7b02dc6e8d803331b558c380e397;Y;04.02.2019 11:58;0
dd014044fe014aea3a658deb5b39fafa;Y;23.03.2019 10:06;0
5290df187ed2ceadd1ba0cbb1974c827;Y;17.04.2019 09:00;1
f857833ff975a32d434bc06de4616105;X;01.05.2019 14:24;1
88beb7fd0290020faa88a7594fa37c24;X;19.01.2019 12:26;1
3c44e89dc6096a99c19885b890b72090;X;12.02.2019 19:31;0
517f69584f1831d734c3784f1af9921c;X;13.02.2019 15:39;1
274c39fe24ad87d787c0ebd2cc01af48;Y;31.05.2019 17:29;1
03383637d1db6a3604508d668f4a12d1;X;16.03.2019 05:24;1
a7eb0345218d374bc2496f780245f9ed;Y;27.03.2019 08:38;0
4074fcfd30fc42081a809aa59b7732b1;X;20.04.2019 21:49;1
00cccc038b7bdedc3f1e10a5fa31114e;Y;27.03.2019 15:44;0
21bd7262eb9a7d59e660f2ddd404b246;X;11.02.2019 09:02;0
551ece05c28e95021461cfa852d878ef;Y;16.05.2019 11:00;1
94cf53e87117294272cba2dd6fbb0953;Y;30.03.2019 07:45;0
3fbb8120a596af82f6cff0e55a25eb4c;Y;25.05.2019 14:36;0
537de305e941fccdbba5627e3eefbb24;Y;05.02.2019 10:52;0
17575d602a5664cf11a240aca4df3565;X;25.01.2019 20:41;1
f64eff4beade00f0654d7a2a21004c29;Y;05.04.2019 13:17;0
130607e40c955e7e595c5f689e4fa73f;X;20.05.2019 21:49;0
e049474e1d64d070105af4d7ae9ca363;X;05.05.2019 09:00;1
71da3c341f704fed51d14f671d1c04ab;Y;04.04.2019 02:42;0
8a73638766a12875ef2532eda25acb23;X;05.04.2019 18:53;0
3551e12218ca5528641f559fc3c2e9cd;X;24.04.2019 09:26;0
ccf48fa20af5a1780096bb98bd5f4398;X;05.03.2019 18:51;0
5fead0a63c70bc2e02b64683499d5148;X;24.05.2019 14:08;0
f40fbb60c11dd59c77ac444e5f6bc319;Y;16.01.2019 11:41;0
b25b54b3dc52e081af8f77151a6c84a0;X;08.02.2019 08:51;1
116f34fbce2bd2a276f90ebfa94d2542;X;15.05.2019 11:52;0
acb489fb3be518a77930e567fd6d92c3;Y;07.04.2019 10:53;0
855f9253238d78db219cb1f239d5bfd9;Y;05.04.2019 16:14;1
5fb5244402a2141ae1e45a2dab4854bd;X;29.03.2019 07:00;0
bc10872ff8d63510b1fb274133ae7195;X;14.04.2019 09:37;0
35cb764986b7eab606756542b209056e;X;17.05.2019 16:25;0
e2ed79f47d8ff4dff3a07d55b5a90d29;X;18.01.2019 19:47;1
0c2959d8315cef0f8d97012bab33e7e7;X;10.05.2019 06:23;0
0eeb7d1aea382e53a34b7ab480854e78;X;21.05.2019 18:12;0
a114c3610102ba55671fbb970c574084;Y;28.01.2019 13:55;0
07c71883f96e2de504aac50a3304b936;Y;29.04.2019 15:29;0
11a08e00aaa24900c2f3706c85f9528c;X;29.04.2019 16:18;0
79a4d2ca743d2fde874b9e9bc055ce9c;Y;26.02.2019 13:07;0
86e791b6fe652e9730a09088a6084048;Y;12.05.2019 20:27;1
8bd44f1d261bd1445411002d9a4ac3de;X;19.01.2019 17:13;0
f68006d615f0dc0845f5385215309a0e;X;27.01.2019 09:03;1
b7b365701d7f98996dac4abc0c7ede1d;Y;27.03.2019 20:57;0
d55502170f287e244e250459cceb6b37;X;18.02.2019 17:00;0
db238578687b6347b4a699a8e8172c0a;X;04.01.2019 20:43;0
8e4bc8be383ef7d3246b340a4d2749ae;Y;12.02.2019 21:19;1
b52df11048db805a59340c602e13bb45;X;01.05.2019 10:09;0
1350d8094f9a38c781e25ff74a1a6e2f;X;04.01.2019 10:26;0
515b543c1d77240e74c9abb27721fc99;X;26.04.2019 02:18;1
d3660363ed44e2d0229b51d27a03c68f;Y;22.01.2019 12:48;0
d8842f21321766dbbc7429a4576501d3;Y;19.02.2019 18:59;1
dd0b3052093eb48f567abadb916aae92;X;22.01.2019 14:43;0
025967a3c53711dc29a78cbecc908ecd;Y;16.05.2019 09:11;0
b0f3a6fb0d1d2bfff3ab3ce0f340d4c8;Y;17.03.2019 12:32;0
42807cff21f8532a5fdb005b777b4eef;Y;18.02.2019 22:13;0
8384a3030e7ea80f35329292d007059c;X;15.05.2019 13:03;1
9259d40b364f637ac3ccdfaea45ddcb2;X;22.02.2019 01:31;0
8f2731c00b941cfef15fcf8d4ad8cdcc;X;24.05.2019 17:01;1
ba26711a2a19355c322935cc97b8e8a6;Y;18.05.2019 22:23;1
e6206f01a41c5a614db48f921dd1da77;Y;23.03.2019 04:28;0
75e72dcb9175f2a2a1ce6e3b767ffd81;Y;06.05.2019 10:57;1
4374ed6e6117ce2c07f290ccab7fa704;X;21.03.2019 04:51;0
ad1b2951938934ec1b3f678e4b656005;X;31.03.2019 15:54;1
a8c84b5b55ceddafb9bb3cb40d48ae69;Y;30.04.2019 22:36;0
30c9cc91c820b8e8379348e882ae0440;X;23.01.2019 23:12;0
e95bbf00499762fc83afe9af0e600588;Y;11.05.2019 09:48;0
125d96025e47d07aada89ada7b093982;Y;31.01.2019 17:19;1
249df80f40bd946fc6eafb8bb5eb47dd;X;15.04.2019 19:59;0
6a1708278075de6138c471b99bef21e1;X;01.02.2019 11:32;0
e3508c48f8e45d9ccc052b37985f65db;X;01.05.2019 13:53;1
fc25c85c3a692befaaa9088ffe0a64ec;Y;27.03.2019 21:08;0
41fbb260d9583fcf42aa6044216cc513;X;12.04.2019 20:00;1
0dfa671138a38c39f870fc962a665346;Y;07.04.2019 07:54;0
185e48a43c7f63acf74b1bd58827b510;X;16.01.2019 06:51;0
344c1bf143f065f3399fc893f12d9fac;X;24.01.2019 18:07;0
c2f778acc453ccfc82c5299350bc18d1;Y;18.05.2019 18:48;0
9406bb6adf39f1389375ecf680d1fb98;X;21.01.2019 08:25;1
99c1e5e1566b5a356e1cce72bd2aae8d;Y;14.04.2019 14:09;0
46de93ce3afb4d24afa10c7d5e11ff3f;Y;03.03.2019 16:44;0
206adf8034ebaa7e5d9cd643e14b3925;X;02.03.2019 07:07;0
672c6fd8c7cc3329605dc3c6ba6a734d;Y;25.02.2019 07:33;0
26da5acd5f466cf57d118aa138fa7cb9;Y;06.02.2019 12:35;1
0be093cfa20970a5379b809158802ddc;X;18.05.2019 12:22;1
c290cfbc3de9446da403d67041adb733;Y;27.03.2019 07:04;1
4a2870c98901d62aa82708bc4ee37136;Y;20.03.2019 10:03;0
f18f02257b395b020535b4898c1fd541;X;23.01.2019 07:04;1
61c940559969210106a0284a8e58969a;Y;05.04.2019 13:45;0
85ab776e5d3e2fdad88c5ceebe5a62e2;Y;06.03.2019 16:56;0
2a9bcbadf7683af59579a3f825c92c6d;Y;03.05.2019 08:05;0
30004e90dc43728905c8695719ff4dae;X;11.05.2019 18:49;0
8f2ba3ff8a6d2495fe60b675925e9dd0;Y;26.02.2019 11:43;0
ca2d7a1d3e6526fe22816911a5083a97;X;05.05.2019 08:18;1
d5f4e2ded9091d09544f78d3f92ad88d;X;11.04.2019 13:16;0
31c0e695a51adff6be8a915cfdf1b777;Y;24.03.2019 04:09;1
5cb12538f562369d1de05c976d0c19de;Y;05.04.2019 09:05;1
a5c9aa8f9ecd352e4b4f621fe7083ad7;Y;12.05.2019 14:14;1
597d68d5f2fe4c3778e0291587d0147a;Y;09.01.2019 19:00;0
05a3aef2bca3fa3bcecfa23849f5fdc1;Y;11.03.2019 15:53;0
1f4dabd8adb1237dc162b3714f2f622b;X;14.05.2019 07:13;0
15ee37498e01bf4f8fbc2459c57277ee;X;08.04.2019 06:57;0
cd34306d59d658b945990f89e4b59a30;X;11.05.2019 10:36;1
45deb72fd9131db09b439d940cb52a87;Y;31.03.2019 08:42;1
98fc1260cf8cc4c6058aac6132a05ed7;Y;02.05.2019 07:14;1
bcc6e07400e3748dca844577a55c079e;X;12.05.2019 06:08;0
388e4e7f458a93a9a77c696065beca35;Y;31.03.2019 17:33;0
e12c588e8a69ee3d971614b99d4ddcf6;X;20.05.2019 08:27;1
aaf1d06825b87f8dce03a93a2a5e7cfa;Y;09.03.2019 11:16;0
0b21c85ccc2d69b15c2ac38390fa3037;X;12.04.2019 19:22;1
d78db059756a0a4c69a1c3ae2d2cf3f1;X;26.03.2019 10:56;1
8e37b1189b18eb6cde812b35a137fc15;Y;05.03.2019 05:50;0
306ff177446e9ee61e61dbb50f5828f6;Y;04.05.2019 08:42;0
05f6b9e335509f820aac8e87fb04ceb2;X;05.01.2019 17:28;1
d3f75e78414b1eeb12969ce6a5371ee3;Y;31.01.2019 08:07;1
f50bc04af8c87d872cfd85759a24d31f;Y;25.03.2019 06:45;0
8853539d6265c7b735972b62caa83f94;Y;15.03.2019 21:34;1
1c8cd4fbca60630470c716f8b327580b;Y;06.05.2019 12:33;0
8c668a7bfb53b4a5a25cb984d76f3a4f;Y;22.05.2019 18:58;1
8cec73a3c4929df6d1700412a17fb8c8;Y;10.05.2019 23:58;1
f0610b8984721f4eaefb2f93c1c2b8f2;Y;26.04.2019 08:17;1
b33ab78dc0e9072a05258918507b3e6f;X;16.02.2019 12:42;0
dfd5f074e04db8911d81b7cbda73eee5;Y;10.01.2019 05:53;1
bcad81a0cbafd25c8c4805023e256e6c;Y;04.02.2019 17:41;0
d77c641075367eabefee08a9ef152e07;Y;09.05.2019 16:43;1
5c350bd225f0cde86740fae1aa8893a5;Y;01.04.2019 11:33;1
40747cfc42b71d2786bf56c492873c44;X;21.02.2019 12:00;1
9435c4a25cdfabdc994527572854edfc;Y;19.05.2019 09:05;0
72bc750a311a1d55ebe4f9cae16d8111;Y;09.05.2019 16:00;0
a3a3ce3a714540be67649544ca714529;X;02.01.2019 17:12;1
67ccd24a2322158f936e2033401c707f;Y;29.03.2019 11:07;0
a9fd75d9f19eecfcacde7a934c67b205;Y;22.05.2019 08:06;0
5cdf0c2d1f01f593fbb377dba092b78a;X;31.03.2019 08:25;1
f40f38e780a24086a7a50a3338a7ed83;Y;12.05.2019 09:25;0
a90bc691ffcbf5324a32e6717ce24e3b;Y;27.01.2019 16:58;0
7eb772b8aa0e9bebeb48d65a137dbd48;X;22.03.2019 11:31;1
7e4a8f0beeb1a986823a3817aed8eda6;Y;20.03.2019 18:33;0
308eb3449772d99f076794feed09b783;Y;26.04.2019 20:08;1
c0ef58024498a108ca876dcdd8dbc23a;X;25.05.2019 04:35;0
c8f9bf679decd9059e31c44f7febf5c8;Y;17.03.2019 18:05;0
6b098e00b5de8e7f05b33db8137de5cc;X;24.05.2019 14:29;0
3d460499a59a2d4047c3f5599594bb75;X;27.04.2019 23:31;1
90f1befebcaed18fe0bdbe1b30ddb1c9;Y;18.05.2019 08:33;0
ed1e9d210f331f51387307e707b4ab52;X;04.02.2019 14:17;1
418f8309012bd6beff049ab58ea66ca3;X;19.05.2019 21:07;1
0df2e2a1168969c47983afbbdc1660c8;X;13.05.2019 08:15;1
bf46a1add98417aa948e57431de577a2;Y;19.03.2019 08:20;1
0078996596dff6f2bb74d23e7e86a702;X;11.04.2019 21:23;0
34c0907e2bd725b0e6b5e99ac9566e77;X;13.02.2019 21:12;1
776f603c0fe7d24dd021b27fc83d63c8;Y;14.01.2019 19:30;0
b3b34ad981273adad88546e295a0ff21;X;05.02.2019 17:25;0
e3afae48f8bcb8dfa0da7ca5eb308773;X;14.04.2019 20:11;1
6ee99488edfcb2e78a4794a105986e27;Y;26.05.2019 09:35;0
df5691dbbe221ba93588c9714f2de79a;Y;03.03.2019 16:55;0
fe5b2c6201dfdc4f8906c3e20d867f8c;X;20.05.2019 20:40;1
c695658d686e8a69b7a6c235d1f0b5d8;X;08.05.2019 16:36;1
8b58a0bc046fc42d72422b9e13c4f30a;Y;27.05.2019 11:46;0
f335c4be8ae237ecbf0908ebad711708;X;01.04.2019 07:15;1
ed0e6f99c817e0b50d01e7254971e560;X;21.01.2019 11:04;0
8a5e6469eac7a99b79cc2293a3533057;Y;10.01.2019 04:44;1
f8a5986cdcd552eebad8afa416c53936;X;29.04.2019 07:24;0
23c776fda49b99d2634a18e73e820984;X;30.04.2019 07:46;0
63e60c3f285ad855c2fa038b9660086f;X;28.01.2019 19:54;1
7be07f7300ff86473ee19874ff1e97c7;X;24.02.2019 19:07;0
752fdf3898a5c4c6cb0445f3e220703e;Y;01.02.2019 12:31;0
d4df2e9a5d5f04b995a73d27e2479438;Y;25.03.2019 12:48;0
701ee503f5b42b3e50169b53b4b2db02;X;21.05.2019 08:59;0
35d6f7dc99425c010e610e892e79648d;X;18.05.2019 03:42;1
707ada40c215c46df1b001a9b604e6af;Y;21.03.2019 07:51;0
1db5c78e6ee590e3881ffc17add8bd05;X;27.05.2019 06:12;0
379c0fdcd29ea299ba5bb8b7129a2342;X;11.02.2019 22:05;1
72fd869ebc1c1e6b19967b296afe0627;Y;08.01.2019 05:42;1
e66a57560bbf55866474dfc8242ed125;Y;20.02.2019 12:14;0
ee01b547a72364a94b3f38bb419cf203;X;09.01.2019 11:03;1
b4c5e6563a1a64d02a5288b7ceef6790;Y;17.04.2019 14:09;0
47cc35492f0b275f26730fd05a795e33;Y;10.05.2019 08:47;1
df2acc65516ae149691d8db85a8c6dc7;X;15.05.2019 07:46;0
19d019a76e733a4ddff4656ff8f06b78;X;30.04.2019 10:18;0
4b56869918adde3f9eefe5306b02e102;X;26.05.2019 22:57;0
1225e46af407c071aa6eb99552fd5861;X;09.05.2019 07:50;0
874d501d1abdcd991998c8303c7f7f37;X;25.03.2019 08:49;1
ef76eaac810ea5b953e4e15c1b3c2434;Y;24.02.2019 10:44;0
518d45d51160553c3c655e0d6ef2502f;X;26.03.2019 08:17;0
